City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
301,Yining,CN,2020-08-25 21:14:16,29.04,114.56,72.0,93,25,2.15
302,Pemangkat,ID,2020-08-25 21:14:16,1.17,108.97,78.08,84,98,4.9
303,Adrar,MR,2020-08-25 21:14:16,20.5,-10.07,98.67,20,84,17.96
304,Ilulissat,GL,2020-08-25 21:14:16,69.22,-51.1,42.8,75,40,4.7
305,Agadez,NE,2020-08-25 21:14:16,19.75,10.25,95.83,29,98,19.53
306,Belawan,ID,2020-08-25 21:14:17,3.78,98.68,78.8,94,40,3.87
307,Camacha,PT,2020-08-25 21:14:17,33.08,-16.33,73.4,78,40,11.41
308,Erzin,TR,2020-08-25 21:14:17,36.96,36.2,79.0,88,0,1.19
309,Bay City,US,2020-08-25 21:10:19,43.59,-83.89,89.6,30,1,11.41
310,Kalamare,BW,2020-08-25 21:11:06,-22.93,26.57,62.44,30,0,4.65
311,Fayaoue,NC,2020-08-25 21:14:17,-20.65,166.53,70.41,76,40,18.92
312,Pochutla,MX,2020-08-25 21:14:17,15.74,-96.47,75.2,69,90,6.2
313,Ozuluama,MX,2020-08-25 21:14:18,21.67,-97.85,86.0,79,75,11.41
314,Nabire,ID,2020-08-25 21:14:18,-3.37,135.48,73.99,89,6,4.09
315,Kuito,AO,2020-08-25 21:14:18,-12.38,16.93,66.11,39,66,2.95
316,Hadejia,NG,2020-08-25 21:14:18,12.45,10.04,75.7,75,99,4.16
317,Truckee,US,2020-08-25 21:13:02,39.33,-120.18,75.99,38,90,9.44
318,Lasa,IT,2020-08-25 21:14:19,46.62,10.7,68.0,77,20,1.12
319,Narsaq,GL,2020-08-25 21:14:19,60.92,-46.05,53.6,58,0,9.17
320,Roma,US,2020-08-25 21:10:05,43.21,-75.46,80.6,54,1,20.8
321,Yumen,CN,2020-08-25 21:14:19,40.28,97.2,65.75,27,0,1.21
322,Kyren,RU,2020-08-25 21:14:19,51.68,102.14,53.55,73,91,1.97
323,Linqiong,CN,2020-08-25 21:14:19,30.42,103.46,73.4,94,0,1.59
324,Saint-Pierre,RE,2020-08-25 21:14:19,-21.34,55.48,68.0,72,75,4.7
325,Xai-Xai,MZ,2020-08-25 21:14:20,-25.05,33.64,73.67,54,0,14.2
326,Great Falls,US,2020-08-25 21:14:20,47.5,-111.3,86.0,19,1,8.05
327,Sirnak,TR,2020-08-25 21:14:20,37.52,42.46,68.41,33,0,3.8
328,Airai,TL,2020-08-25 21:14:20,-8.93,125.41,54.48,54,0,4.94
329,Bathsheba,BB,2020-08-25 21:14:20,13.22,-59.52,86.0,74,40,11.41
330,Meadow Lake,US,2020-08-25 21:14:20,34.8,-106.54,95.0,23,20,8.05
331,Roshchino,RU,2020-08-25 21:14:20,60.25,29.61,59.0,97,100,2.15
332,Catamarca,AR,2020-08-25 21:12:41,-28.47,-65.79,77.0,39,82,1.99
333,Olot,ES,2020-08-25 21:14:21,42.18,2.49,73.99,84,18,1.01
334,Perth,AU,2020-08-25 21:10:19,-31.93,115.83,44.6,93,0,6.38
335,Emerald,AU,2020-08-25 21:09:32,-23.53,148.17,50.0,43,0,11.41
336,Broome,US,2020-08-25 21:14:22,42.25,-75.83,78.01,64,20,16.11
337,Saint-Augustin,CA,2020-08-25 21:14:22,51.23,-58.65,60.06,74,100,11.41
338,Were Ilu,ET,2020-08-25 21:14:22,10.6,39.43,52.66,89,60,3.6
339,Kondinskoye,RU,2020-08-25 21:14:22,59.65,67.41,54.1,95,100,11.52
340,Uthal,PK,2020-08-25 21:14:22,25.81,66.62,80.67,84,100,6.51
341,Warrington,GB,2020-08-25 21:14:22,53.39,-2.58,61.0,93,90,24.16
342,Alofi,NU,2020-08-25 21:14:22,-19.06,-169.92,75.2,78,75,4.7
343,Lingao,CN,2020-08-25 21:14:23,19.91,109.69,81.39,76,36,9.15
344,Demidov,RU,2020-08-25 21:14:23,55.27,31.52,58.55,95,100,8.93
345,Praya,CV,2020-08-25 21:14:23,14.92,-23.51,84.2,74,20,5.82
346,Mogadishu,SO,2020-08-25 21:10:17,2.04,45.34,76.95,84,11,15.35
347,Reconquista,AR,2020-08-25 21:14:23,-29.15,-59.65,84.78,42,42,9.86
348,Tabou,CI,2020-08-25 21:14:23,4.42,-7.35,75.24,83,92,7.2
349,Darnah,LY,2020-08-25 21:14:23,32.77,22.64,77.7,81,0,16.11
350,Vila Do Maio,CV,2020-08-25 21:14:24,15.13,-23.22,84.2,74,20,5.82
351,Vale,GE,2020-08-25 21:14:24,41.62,42.87,77.0,41,0,19.46
352,Dabakala,CI,2020-08-25 21:14:24,8.37,-4.43,72.36,89,30,2.53
353,Pandan,PH,2020-08-25 21:14:24,14.05,124.17,80.65,84,81,4.85
354,Campbell River,CA,2020-08-25 21:14:24,50.02,-125.24,70.0,52,20,9.17
355,Bisho,ZA,2020-08-25 21:14:25,-32.85,27.44,54.03,74,22,11.65
356,Mandalgarh,IN,2020-08-25 21:14:25,25.2,75.1,75.47,87,53,10.96
357,San Andres,CO,2020-08-25 21:14:25,12.58,-81.7,84.2,79,40,11.41
358,Anchorage,US,2020-08-25 21:12:48,61.22,-149.9,55.99,82,75,5.82
359,Pangody,RU,2020-08-25 21:14:26,65.85,74.49,51.55,84,93,4.5
360,Muroto,JP,2020-08-25 21:14:26,33.28,134.15,83.3,74,48,9.6
361,Plettenberg Bay,ZA,2020-08-25 21:14:26,-34.05,23.37,58.62,85,12,11.74
362,Kudahuvadhoo,MV,2020-08-25 21:14:26,2.67,72.89,83.23,74,100,12.66
363,Casper,US,2020-08-25 21:10:55,42.87,-106.31,93.99,16,20,13.87
364,Faya,SA,2020-08-25 21:14:26,18.39,42.45,71.6,77,95,3.36
365,Coihaique,CL,2020-08-25 21:14:27,-45.58,-72.07,39.2,69,90,1.77
366,Port Macquarie,AU,2020-08-25 21:14:27,-31.43,152.92,41.0,97,24,9.04
367,Gavrilov-Yam,RU,2020-08-25 21:14:27,57.3,39.85,55.4,100,83,5.5
368,Quelimane,MZ,2020-08-25 21:14:27,-17.88,36.89,75.2,83,40,5.82
369,Cape Town,ZA,2020-08-25 21:10:14,-33.93,18.42,57.0,93,75,9.17
370,Vilhena,BR,2020-08-25 21:14:27,-12.74,-60.15,89.6,40,96,4.7
371,Hualmay,PE,2020-08-25 21:14:27,-11.1,-77.61,66.0,69,4,12.03
372,Chumikan,RU,2020-08-25 21:14:28,54.72,135.31,52.11,94,100,2.62
373,Lipari,IT,2020-08-25 21:14:28,38.47,14.95,78.01,71,49,7.52
374,Salinopolis,BR,2020-08-25 21:14:28,-0.61,-47.36,80.22,77,0,8.66
375,Cangzhou,CN,2020-08-25 21:14:28,38.32,116.87,73.83,81,100,2.33
376,Galesong,ID,2020-08-25 21:14:28,-5.32,119.37,69.8,88,75,6.93
377,Cilegon,ID,2020-08-25 21:14:28,-6.02,106.05,78.8,74,20,4.7
378,Wewak,PG,2020-08-25 21:14:29,-3.55,143.63,77.63,85,90,8.7
379,Araouane,ML,2020-08-25 21:14:29,18.9,-3.53,96.87,32,44,9.84
380,Nicoya,CR,2020-08-25 21:14:29,10.15,-85.45,82.4,83,75,13.87
381,Aasiaat,GL,2020-08-25 21:14:29,68.71,-52.87,40.06,87,52,3.6
382,Kenai,US,2020-08-25 21:14:29,60.55,-151.26,57.99,82,90,8.05
383,Poum,NC,2020-08-25 21:14:29,-20.23,164.02,70.56,78,54,12.37
384,Mayo,US,2020-08-25 21:14:30,38.89,-76.51,91.0,55,1,12.75
385,Sol-Iletsk,RU,2020-08-25 21:14:30,51.16,54.99,67.19,48,0,6.06
386,Natal,BR,2020-08-25 21:11:27,-5.79,-35.21,78.8,78,20,19.46
387,Hokitika,NZ,2020-08-25 21:14:30,-42.72,170.97,43.47,63,41,3.04
388,Totness,SR,2020-08-25 21:14:30,5.88,-56.32,82.11,77,97,10.89
389,Sinnamary,GF,2020-08-25 21:14:31,5.38,-52.95,81.57,77,0,7.16
390,Dicabisagan,PH,2020-08-25 21:14:31,17.08,122.42,79.41,78,83,2.55
391,Pathein,MM,2020-08-25 21:14:31,16.78,94.73,77.43,93,100,4.29
392,Xining,CN,2020-08-25 21:14:31,36.62,101.77,54.03,49,0,2.51
393,Blairmore,CA,2020-08-25 21:14:31,49.6,-114.44,79.0,31,98,9.17
394,Letnyaya Stavka,RU,2020-08-25 21:14:32,45.43,43.45,64.94,47,0,10.71
395,Promyshlennyy,RU,2020-08-25 21:14:32,67.58,63.92,53.26,88,100,6.89
396,Aykino,RU,2020-08-25 21:14:32,62.22,49.99,51.49,97,1,5.7
397,Chegdomyn,RU,2020-08-25 21:14:32,51.12,133.02,56.3,95,55,3.8
398,Port Hedland,AU,2020-08-25 21:14:32,-20.32,118.57,60.8,100,75,3.36
399,Charagua,BO,2020-08-25 21:14:32,-19.8,-63.22,82.74,37,0,17.83
400,Gelemso,ET,2020-08-25 21:14:33,8.82,40.52,62.1,81,90,5.88
401,Verkhnyaya Balkariya,RU,2020-08-25 21:14:33,43.13,43.46,57.2,71,0,6.71
402,Saint-Joseph,RE,2020-08-25 21:14:33,-21.37,55.62,68.0,72,75,4.7
403,Filadelfia,US,2020-08-25 21:11:39,39.95,-75.16,91.0,52,40,17.22
404,Cap-Aux-Meules,CA,2020-08-25 21:12:11,47.38,-61.86,66.2,100,90,14.99
405,Podgornoye,RU,2020-08-25 21:14:33,51.73,39.15,62.6,59,59,2.24
406,Nisia Floresta,BR,2020-08-25 21:14:34,-6.09,-35.21,78.8,78,20,19.46
407,Umm Kaddadah,SD,2020-08-25 21:14:34,13.6,26.69,87.48,46,48,11.79
408,Comodoro Rivadavia,AR,2020-08-25 21:14:34,-45.87,-67.5,44.6,75,40,10.29
409,Jian,CN,2020-08-25 21:14:34,27.12,114.98,76.93,91,100,4.54
410,Almaznyy,RU,2020-08-25 21:14:34,48.04,40.05,73.4,28,0,13.42
411,Koslan,RU,2020-08-25 21:14:34,63.46,48.9,54.72,87,98,7.2
412,George,ZA,2020-08-25 21:14:35,-33.96,22.46,57.2,87,29,17.22
413,Damietta,EG,2020-08-25 21:14:35,31.42,31.81,82.4,78,0,8.05
414,Waddan,LY,2020-08-25 21:14:35,29.16,16.14,78.85,66,0,11.97
415,Angola,AO,2020-08-25 21:14:35,-12.5,18.5,63.01,34,54,2.55
416,Ambah,IN,2020-08-25 21:13:06,26.71,78.23,81.34,78,27,8.55
417,Careiro Da Varzea,BR,2020-08-25 21:14:35,-3.2,-59.81,86.0,70,40,9.17
418,Satao,PT,2020-08-25 21:14:35,40.74,-7.73,68.0,2,0,1.99
419,Albenga,IT,2020-08-25 21:14:36,44.05,8.22,75.99,52,6,3.0
420,Eloy,US,2020-08-25 21:14:36,32.76,-111.55,106.0,18,1,4.7
421,Kidal,ML,2020-08-25 21:14:36,18.44,1.41,92.46,37,42,11.95
422,Diego De Almagro,CL,2020-08-25 21:14:36,-26.37,-70.05,60.31,40,0,9.04
423,Bam,IR,2020-08-25 21:14:36,29.11,58.36,87.49,27,84,7.74
424,Tessalit,ML,2020-08-25 21:14:36,20.2,1.01,95.29,29,90,5.59
425,Kormilovka,RU,2020-08-25 21:14:37,55.0,74.1,57.2,93,75,6.71
426,Sydney Mines,CA,2020-08-25 21:11:06,46.24,-60.22,69.01,94,90,14.99
427,Cayenne,GF,2020-08-25 21:14:37,4.93,-52.33,87.8,62,3,8.05
428,Pontianak,ID,2020-08-25 21:14:37,-0.03,109.33,75.0,93,83,1.92
429,Mercedes,AR,2020-08-25 21:14:38,-34.65,-59.43,68.0,83,93,1.01
430,Yulara,AU,2020-08-25 21:14:38,-25.24,130.99,59.0,28,0,6.93
431,Bhag,PK,2020-08-25 21:14:38,29.04,67.82,93.4,49,100,10.45
432,Kemijarvi,FI,2020-08-25 21:14:38,66.71,27.43,45.57,80,28,4.38
433,Waingapu,ID,2020-08-25 21:14:38,-9.66,120.26,72.64,81,3,11.36
434,Gubkinskiy,RU,2020-08-25 21:14:38,64.43,76.5,49.69,92,3,5.88
435,Petrolina De Goias,BR,2020-08-25 21:14:39,-16.09,-49.34,86.0,24,20,12.75
436,Aitape,PG,2020-08-25 21:14:39,-3.14,142.35,77.56,83,69,5.64
437,Mazagao,BR,2020-08-25 21:14:39,-0.12,-51.29,91.4,59,20,5.82
438,Ust-Nera,RU,2020-08-25 21:14:39,64.57,143.2,39.72,80,100,2.98
439,Dingle,PH,2020-08-25 21:14:40,11.0,122.67,75.24,87,99,3.44
440,Port Augusta,AU,2020-08-25 21:14:40,-32.5,137.77,42.01,93,0,9.17
441,Marathon,US,2020-08-25 21:14:40,44.9,-89.77,80.6,47,1,12.75
442,Dogondoutchi,NE,2020-08-25 21:14:40,13.64,4.03,80.8,70,63,13.22
443,Rurrenabaque,BO,2020-08-25 21:14:40,-14.44,-67.53,87.91,46,17,4.92
444,Krasnoselkup,RU,2020-08-25 21:14:40,65.7,82.47,57.97,78,100,4.94
445,Pueblorrico,CO,2020-08-25 21:14:41,5.79,-75.84,78.8,47,75,16.11
446,Provost,CA,2020-08-25 21:14:41,52.35,-110.27,70.86,39,0,8.32
447,Bobo Dioulasso,BF,2020-08-25 21:14:17,11.18,-4.3,77.0,94,20,5.82
448,Grao Mogol,BR,2020-08-25 21:14:41,-16.56,-42.89,65.55,36,18,5.03
449,Parian Dakula,PH,2020-08-25 21:14:41,5.56,120.77,83.66,72,38,7.49
450,Kavaratti,IN,2020-08-25 21:14:41,10.57,72.64,81.09,74,100,11.3
451,Guepsa,CO,2020-08-25 21:14:42,6.03,-73.57,71.87,82,66,2.95
452,Champerico,GT,2020-08-25 21:14:42,14.3,-91.92,86.0,79,40,9.17
453,Kazerun,IR,2020-08-25 21:14:42,29.62,51.65,76.32,23,0,2.44
454,Amuntai,ID,2020-08-25 21:14:42,-2.42,115.25,71.22,98,53,1.36
455,Laramie,US,2020-08-25 21:14:42,41.31,-105.59,84.99,17,75,12.75
456,Lompoc,US,2020-08-25 21:12:42,34.64,-120.46,75.0,73,1,14.99
457,Sibut,CF,2020-08-25 21:14:43,5.72,19.07,71.11,96,95,2.37
458,Mount Isa,AU,2020-08-25 21:14:43,-20.73,139.5,51.8,32,0,17.09
459,Zyryanka,RU,2020-08-25 21:14:43,65.75,150.85,41.95,66,92,8.84
460,Sioux Lookout,CA,2020-08-25 21:14:43,50.1,-91.92,69.8,68,75,6.93
461,Filingue,NE,2020-08-25 21:14:44,14.35,3.32,85.28,58,27,9.95
462,Upernavik,GL,2020-08-25 21:14:44,72.79,-56.15,42.1,89,100,3.83
463,Hirara,JP,2020-08-25 21:14:44,24.8,125.28,83.39,85,96,21.79
464,Bambous Virieux,MU,2020-08-25 21:14:44,-20.34,57.76,71.01,88,75,11.41
465,Malanje,AO,2020-08-25 21:14:44,-9.54,16.34,69.76,69,22,10.0
466,Souillac,MU,2020-08-25 21:14:44,-20.52,57.52,68.0,88,75,11.41
467,Clermont,FR,2020-08-25 21:14:45,49.5,2.42,68.0,68,20,12.75
468,Barcelos,PT,2020-08-25 21:14:45,41.54,-8.62,71.01,93,20,6.93
469,Salisbury,GB,2020-08-25 21:11:44,51.07,-1.8,62.6,77,92,26.4
470,Garowe,SO,2020-08-25 21:14:45,8.41,48.48,82.11,44,0,21.27
471,Labytnangi,RU,2020-08-25 21:14:45,66.66,66.42,53.38,78,98,3.56
472,Uvalde,US,2020-08-25 21:14:45,29.37,-99.77,99.0,30,40,5.82
473,Rolla,US,2020-08-25 21:14:46,37.95,-91.77,91.99,38,1,6.93
474,Sao Joao Da Barra,BR,2020-08-25 21:14:46,-21.64,-41.05,71.6,53,0,23.04
475,Nipani,IN,2020-08-25 21:14:46,16.4,74.38,68.72,94,92,4.16
476,Hengshui,CN,2020-08-25 21:09:58,37.73,115.7,71.83,78,89,3.76
477,Alyangula,AU,2020-08-25 21:14:46,-13.85,136.42,66.2,88,3,3.36
478,Cam Ranh,VN,2020-08-25 21:13:53,11.92,109.16,86.0,79,40,2.24
479,Mana,GF,2020-08-25 21:14:46,5.66,-53.78,81.84,75,5,8.12
480,Domoni,KM,2020-08-25 21:14:47,-12.26,44.53,75.25,76,0,3.04
481,Bac Lieu,VN,2020-08-25 21:14:47,9.29,105.72,80.06,85,0,9.13
482,Naze,JP,2020-08-25 21:14:31,28.37,129.48,84.2,83,75,12.75
483,Cozumel,MX,2020-08-25 21:14:47,20.51,-86.95,84.2,89,90,3.36
484,Evensk,RU,2020-08-25 21:14:47,61.95,159.23,46.87,55,0,4.5
485,Baykit,RU,2020-08-25 21:14:47,61.67,96.37,55.47,78,99,3.31
486,Nara,JP,2020-08-25 21:14:48,34.69,135.8,80.01,83,20,5.82
487,Bodden Town,KY,2020-08-25 21:14:48,19.28,-81.25,89.6,70,20,14.99
488,Tawau,MY,2020-08-25 21:14:48,4.25,117.89,77.0,94,20,3.36
489,Haukipudas,FI,2020-08-25 21:14:48,65.18,25.35,48.2,93,67,8.05
490,Yar-Sale,RU,2020-08-25 21:14:48,66.83,70.83,50.92,81,0,7.05
491,Severo-Yeniseyskiy,RU,2020-08-25 21:14:48,60.37,93.04,47.07,95,0,1.9
492,Kutum,SD,2020-08-25 21:14:49,14.2,24.67,77.59,60,24,6.42
493,Rawson,AR,2020-08-25 21:14:49,-43.3,-65.1,46.09,73,99,15.43
494,Balakhta,RU,2020-08-25 21:14:49,55.38,91.6,54.25,87,100,5.06
495,Outjo,NA,2020-08-25 21:14:49,-20.12,16.15,62.42,55,70,12.66
496,Tagab,AF,2020-08-25 21:14:49,34.85,69.65,78.53,51,98,2.48
497,Shache,CN,2020-08-25 21:14:49,38.42,77.24,71.78,20,57,2.68
498,Banda Aceh,ID,2020-08-25 21:14:49,5.56,95.32,79.68,78,29,4.34
499,Bismarck,US,2020-08-25 21:14:50,46.81,-100.78,86.0,58,1,9.66
500,Anjar,IN,2020-08-25 21:14:50,23.13,70.02,79.88,83,3,16.91
501,Trairi,BR,2020-08-25 21:14:50,-3.28,-39.27,76.75,74,0,8.59
502,General Pico,AR,2020-08-25 21:10:49,-35.66,-63.76,66.27,85,97,4.14
503,Bukachacha,RU,2020-08-25 21:14:50,52.98,116.92,42.69,90,0,3.42
504,Yerbogachen,RU,2020-08-25 21:14:50,61.28,108.01,43.59,76,0,6.98
505,Washington,US,2020-08-25 21:12:37,47.5,-120.5,86.0,17,13,3.0
506,Tirthahalli,IN,2020-08-25 21:14:51,13.7,75.23,67.14,98,99,1.97
507,Hirado,JP,2020-08-25 21:14:51,33.36,129.55,79.0,62,7,16.37
508,Sangin,AF,2020-08-25 21:14:51,32.07,64.84,83.95,21,0,6.49
509,Aksu,CN,2020-08-25 21:14:51,41.12,80.26,80.13,19,9,4.68
510,Provideniya,RU,2020-08-25 21:14:51,64.38,-173.3,51.8,87,90,6.71
511,Brandfort,ZA,2020-08-25 21:14:51,-28.7,26.46,51.8,37,0,1.12
512,Batagay-Alyta,RU,2020-08-25 21:14:52,67.8,130.41,36.34,81,0,0.11
513,Kuhdasht,IR,2020-08-25 21:14:52,33.53,47.61,78.8,31,0,11.41
514,Liverpool,GB,2020-08-25 21:10:28,53.41,-2.98,61.0,93,90,24.16
515,Imbituba,BR,2020-08-25 21:14:52,-28.24,-48.67,68.0,64,0,14.99
516,Ormara,PK,2020-08-25 21:14:52,25.21,64.64,82.06,84,100,11.52
517,Chissamba,AO,2020-08-25 21:14:53,-12.17,17.33,66.51,40,5,3.11
518,Mandurah,AU,2020-08-25 21:14:53,-32.55,115.7,42.8,100,0,5.48
519,Sept-Iles,CA,2020-08-25 21:10:02,50.2,-66.38,60.01,100,75,10.29
520,Avera,US,2020-08-25 21:14:53,33.19,-82.53,86.0,84,40,4.7
521,Port Moresby,PG,2020-08-25 21:14:53,-9.44,147.18,75.2,94,90,3.36
522,Okha,RU,2020-08-25 21:14:53,53.57,142.95,56.46,97,100,11.14
523,Dandong,CN,2020-08-25 21:14:54,40.13,124.39,74.07,96,100,1.39
524,Felanitx,ES,2020-08-25 21:14:54,39.47,3.15,80.6,74,20,2.24
525,Zhanaozen,KZ,2020-08-25 21:14:54,43.3,52.8,68.36,51,0,6.87
526,Grand Gaube,MU,2020-08-25 21:14:54,-20.01,57.66,71.01,76,19,5.01
527,Colesberg,ZA,2020-08-25 21:14:54,-30.72,25.1,51.84,32,0,10.16
528,Camalu,MX,2020-08-25 21:14:54,30.85,-116.07,88.0,40,12,5.99
529,Pangnirtung,CA,2020-08-25 21:14:55,66.15,-65.71,44.6,93,75,9.17
530,Vanersborg,SE,2020-08-25 21:14:55,58.38,12.32,51.8,76,100,4.7
531,Coralville,US,2020-08-25 21:14:55,41.68,-91.58,93.2,41,1,5.82
532,Udachnyy,RU,2020-08-25 21:14:55,66.42,112.4,46.4,68,4,4.47
533,Werda,BW,2020-08-25 21:14:55,-25.27,23.28,65.01,23,0,8.9
534,Maragogi,BR,2020-08-25 21:14:55,-9.01,-35.22,74.16,78,54,8.52
535,Maldonado,UY,2020-08-25 21:14:55,-34.67,-54.92,61.0,100,90,6.93
536,Novoorsk,RU,2020-08-25 21:14:56,51.38,58.98,64.4,55,3,8.95
537,Cururupu,BR,2020-08-25 21:14:56,-1.83,-44.87,77.65,79,8,4.07
538,Karratha,AU,2020-08-25 21:14:56,-20.74,116.85,73.56,34,0,6.29
539,Lola,GN,2020-08-25 21:14:56,7.8,-8.53,69.66,93,100,2.37
540,Aykhal,RU,2020-08-25 21:14:56,66.0,111.5,46.4,76,22,4.47
541,La Palma,US,2020-08-25 21:14:56,33.85,-118.05,95.0,38,1,5.82
542,Atikokan,CA,2020-08-25 21:14:57,48.76,-91.62,84.69,34,37,4.54
543,Goderich,CA,2020-08-25 21:14:57,43.75,-81.72,77.0,88,0,4.0
544,Bossangoa,CF,2020-08-25 21:14:57,6.49,17.46,69.31,96,100,2.62
545,Roudnice,CZ,2020-08-25 21:14:57,50.18,15.65,61.0,72,46,4.7
546,Cuamba,MZ,2020-08-25 21:14:57,-14.8,36.54,74.86,45,71,1.5
547,Yingkou,CN,2020-08-25 21:14:57,40.66,122.23,71.13,87,100,4.83
548,Tanabi,BR,2020-08-25 21:14:58,-20.63,-49.65,82.4,10,2,10.29
549,Nemuro,JP,2020-08-25 21:14:58,43.32,145.57,65.21,94,84,11.07
550,Urambo,TZ,2020-08-25 21:14:58,-5.07,32.05,76.17,34,95,3.33
551,Rabaul,PG,2020-08-25 21:14:58,-4.2,152.17,79.66,78,10,12.48
552,Palmeiras De Goias,BR,2020-08-25 21:14:58,-16.8,-49.93,82.92,27,0,5.61
553,Kaeo,NZ,2020-08-25 21:14:58,-35.1,173.78,53.01,3,6,11.01
554,Pangkalanbuun,ID,2020-08-25 21:10:38,-2.68,111.62,73.65,95,47,2.93
555,Moron,AR,2020-08-25 21:10:02,-34.65,-58.62,66.0,86,98,4.0
556,Ambilobe,MG,2020-08-25 21:14:59,-13.2,49.05,68.09,80,12,4.23
557,Bandipur,NP,2020-08-25 21:14:59,27.93,84.42,69.03,100,78,1.45
558,Vanimo,PG,2020-08-25 21:14:59,-2.67,141.3,77.04,85,27,5.68
559,Selenduma,RU,2020-08-25 21:14:59,50.91,106.24,49.33,84,91,0.51
560,Powell River,CA,2020-08-25 21:14:59,49.85,-124.54,70.0,77,20,8.05
